sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
1834,08f806a3a6c1279103bd64ca153416f3,317,0CEUpFtaKhxbmrbSdP9MUQ,0.5650000000000001,1,0.62,0.67,a credilar,acredilar,acadia,2,0.0,0.0,"['electronics', 'furniture_store', 'shopping']","['retail_>_miscellaneous_store', 'retail_>_computers_and_electronics_retail_>_electronics_store', 'retail_>_department_store']","['restaurants', 'cajun/creole', 'southern', 'nightlife', 'cocktail_bars', 'breakfast_&_brunch', 'seafood', 'bars']",0,0.46,0.38,"avenida santana, 958, santana, AP, 68925","av.: santana, 958, santana, AMAPA, 68925","824 s 8th st, philadelphia, PA, 19147"
1835,08f1fa530560d13403e695a50124bd15,1938,-2Axhv9AZ_n7qjQefECpVw,0.42500000000000004,1,0.23,0.46,volker rentel gmbh heizung- und sanit rtechnik,volker rentel gmbh,greek sotir grill,2,0.0,0.0,"['hvac_services', 'plumbing']",['business_and_professional_services_>_home_improvement_service_>_home_service'],"['greek', 'mediterranean', 'restaurants', 'american_(traditional)']",0,0.39,0.36,"duisburger str. 171 - 173, oberhausen, NORTH RHINE-WESTPHALIA, 46049","duisburger str. 171 -173, oberhausen, NORDRHEIN-WESTFALEN, 46049","4630 lebanon pike, hermitage, TN, 37076"
1836,08f8005548a6a16903728acdaacede55,494,unkPNwxOxNQS5a5kPftLRA,0.435,2,0.35,0.35,clinica infanto-juvenil dr teixeira,clinica infanto-juvenil dr teixeira,wentworth at west clay,2,0.0,0.0,"['dentist', 'hospital', 'pediatrician']","[""health_and_medicine_>_physician_>_doctor's_office""]","['home_services', 'real_estate', 'apartments']",0,0.52,0.25,"rua coelho de resende, 3800, teresina, PI, 64003","rua goncalves ledo, teresina, PIAUÍ","12880 university crescent, carmel, IN, 46032"
1838,08f3961561d3094c038780c81f579575,1942,1sXN7Oxteo5dP5nwIDyO4w,0.53,0,0.67,0.47,maison n gre,maison artisanale n gre,mainland grille,2,0.0,0.0,"['shopping', 'grocery_store', 'food_beverage_service_distribution']",['retail_>_food_and_beverage_retail_>_butcher'],"['burgers', 'venues_&_event_spaces', 'diners', 'restaurants', 'event_planning_&_services', 'nightlife', 'active_life', 'bars', 'american_(traditional)', 'golf']",0,0.39,0.34,"14 rue de l'école, lacaune, 81230","14 rue de l'ecole, les vidals, lacaune, TARN, 81230","2250 rittenhouse rd, harleysville, PA, 19438"
1839,08f44f0133cf368203f40684f03967f1,4561,N_uX4hx6phCPMy3gDHFgLg,0.485,0,0.55,0.51,middleburg high school njrotc,middleburg high school,indian rocks christian school,2,0.0,0.0,"['community_center', 'public_service_and_government', 'social_service_organizations']",['community_and_government_>_education_>_primary_and_secondary_school_>_high_school'],"['religious_schools', 'education', 'middle_schools_&_high_schools']",1,0.38,0.42,"3750 cr-220, middleburg, FL, 32068","3750 county road 220, middleburg, FL, 32068","12685 ulmerton rd, largo, FL, 33774"
1840,08f08996aa19640503998575bf5e624f,267,jnyHs1ZXy9qIE2gORZBQMg,0.435,0,0.42,0.37,ty v en akatemia,ty v en akatemian kirjasto,style lab for men,2,0.0,0.0,['college_university'],['community_and_government_>_education_>_primary_and_secondary_school_>_high_school'],"['fashion', ""men's_clothing"", 'shopping']",2,0.45,0.45,"vanha turuntie 14, kauniainen, 02700","vanha turuntie 14, kauniainen, 02700","3326 magazine st, new orleans, LA, 70115"
1841,08f42c276614bad9031064c036045443,996,0QmgzzPVNHeNL76B8rwTKA,0.44,2,0.5,0.5,hdfc bank atm,hdfc bank atm,beneficial bank,2,0.0,0.0,['atms'],['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm'],"['banks_&_credit_unions', 'financial_services']",2,0.38,0.38,"jetpur road, gidc, junagadh, GUJARAT, 362001","jetpur road, junagadh, GUJARAT, 362001","1600 chestnut st, philadelphia, PA, 19103"
1842,08f2f5aad8571cc003ec4c15ae9307de,413,CsjKkpApaYJDd5woO9sP4w,0.44499999999999995,1,0.0,0.6,,jetro,petco,2,0.0,0.0,"['central_government_office', 'public_and_government_association', 'public_service_and_government']",['community_and_government_>_government_building'],"['pets', 'pet_groomers', 'pet_training', 'pet_services', 'pet_stores']",1,0.18,0.29,"東京都港区赤坂１丁目１２−３２, 港区, 00107","赤坂1-12-32, 港区, 東京都, 00107","11147 park blvd, seminole, FL, 33772"
1845,08f2aabbb32423a20360f9e555daeb7c,886,wzAGD9Pe7V7CIP2Npu3RFg,0.52,1,0.61,0.67,kennys auto services,kenny's auto service,keeble's service,0,0.25,0.0,"['automotive_repair', 'automotive', 'professional_services']",['business_and_professional_services_>_automotive_service_>_automotive_repair_shop'],"['auto_repair', 'automotive']",2,0.37,0.37,"17939 kings hwy, montross, VA, 22520","17939 kings hwy, montross, VA, 22520","580 park ave, warminster, PA, 18974"
1846,08f1e84ab2d6836603e90f7b6c5c44ff,515,AgbRp5NLsP1-J1fdg6Hdcw,0.45499999999999996,0,0.5,0.42,bindocci shop multibrand,bindocci,hands on bicycle,0,0.2,0.0,"['flowers_and_gifts_shop', 'shopping', 'bridal_shop']","['retail_>_gift_store', 'retail_>_fashion_retail_>_bridal_store']","['sporting_goods', 'bikes', 'shopping']",0,0.41,0.22,"via romeo gallenga, 36, perugia, 55, 06127","via romeo gallenga, 36/40, perugia, PG, 06127","1453 gulf to bay blvd, clearwater, FL, 33755"
1849,08fb2dd9860638180380fb0ff255733d,1140,aUAJXrctg5DkJW7bJ0Q2PA,0.47,0,0.62,0.55,liceo de hombres,liceo de hombres lam,d's yoga home,2,0.0,0.0,"['campus_building', ""men's_clothing_store""]",['community_and_government_>_education_>_college_and_university_>_college_classroom'],"['active_life', 'beauty_&_spas', 'yoga', 'fitness_&_instruction', 'massage']",1,0.19,0.32,alameda,"alameda, talca, SÉPTIMA REGIÓN DEL MAULE","7647 delmar boulevard, university city, MO, 63130"
1851,08f2644611c0c95603831217603f38cc,13160,_ic0Q-ptC259Kpu8lIWxTw,0.625,1,0.59,0.65,little italy's pizzeria,little italy's pizza,gia's pizza,2,0.0,0.0,"['pizza_restaurant', 'italian_restaurant', 'american_restaurant']",['dining_and_drinking_>_restaurant_>_pizzeria'],"['restaurants', 'pizza']",1,0.57,0.6,"305 w main st, staunton, IL, 62088","110 w main st, staunton, IL, 62088","102 w state st, o fallon, IL, 62269"
1853,08f1f98385cedd150349a6fbd0f7791d,109,I6DCYks9lqZeoZiVzW7PmA,0.44499999999999995,0,0.57,0.35,ergi srl,ergi,its sold here,0,0.2,0.0,"['fruits_and_vegetables', 'grocery_store', 'shopping']",['retail_>_food_and_beverage_retail_>_farmers_market'],"['shopping', 'auction_houses', 'active_life']",0,0.32,0.16,"via ugo foscolo, 40, vercelli, 21, 13100","via foscolo, vercelli, VERCELLI","94 york rd, willow grove, PA, 19090"
1855,08fa810624c4cc1d0386f9634f0386e6,747,8f9Jqi4L69SQZIkU5r66Lw,0.43000000000000005,0,0.46,0.26,e e jardim santa l dia,e e jardim santa lidia,lee read diamonds,2,0.0,0.0,"['school', 'public_school', 'middle_school']",['community_and_government_>_education_>_primary_and_secondary_school_>_high_school'],"['jewelry_repair', 'local_services', 'shopping', 'appraisal_services', 'jewelry']",0,0.4,0.23,"e.e. jardim santa lídia, rua josé nílson ferretti, 62, guarulhos, SP, 07142","rua jose nilson ferretti, guarulhos, SP","650 e sonata ln, meridian, ID, 83642"
1856,08f1fae8de06cb6e0358ad20a5961710,445,NpglDX_FUp3ybEzbBp4qhw,0.435,0,0.43,0.19,immowert hessen,immowert hessen carsten nessler sachverst ndige f r immobilien,summer palace chinese restaurant,2,0.0,0.0,"['real_estate', 'land_surveying']",['business_and_professional_services_>_real_estate_service'],"['restaurants', 'chinese']",0,0.44,0.43,"unter den eichen 7, wiesbaden, 65195","unter den eichen 7, wiesbaden, HESSEN, 65195","13399 olive blvd, chesterfield, MO, 63017"
1857,08f1f11b4d0940b603539f8d8f92e835,418,L2TIgbnlsqRtqDU3FuW7lw,0.43500000000000005,2,0.54,0.54,akropolis,akropolis,coliseum ballroom,2,0.0,0.0,"['restaurant', 'greek_restaurant', 'accommodation']",['dining_and_drinking_>_restaurant_>_greek_restaurant'],"['event_planning_&_services', 'venues_&_event_spaces']",0,0.33,0.27,"mühlentor 13, dannenberg (elbe), 29451","mühlentor, dannenberg (elbe), NI","535 4th ave n, saint petersburg, FL, 33701"
1858,08f8046b33a19034031f037413034d3f,2145,pf4hV73PkEyNAhADEaNLXQ,0.475,1,0.48,0.61,hotel farol - mosqueiro,hotel farol,larmon photo,2,0.0,0.0,"['hotel', 'restaurant', 'beach']",['travel_and_transportation_>_lodging_>_hotel'],"['digitizing_services', 'hotels_&_travel', 'photography_stores_&_services', 'shopping', 'passport_&_visa_services', 'local_services', 'printing_services', 'travel_services', 'professional_services']",0,0.34,0.29,"pç. princesa izabel, 3295, belém, PA, 66916","pç. princesa izabel, 3295, mosqueiro, PA, 66916","1621 old york rd, abington, PA, 19001"
1859,08f26640c5d56b98037b65a2b1e38cf7,27109,KhbEgKCI6tdDHe8CIQl3Vg,0.54,2,0.62,0.62,sports equipment improvements,sports equipment improvements,lowe's home improvement,2,0.0,0.0,"['shoe_store', 'retail']",['retail_>_miscellaneous_store'],"['appliances', 'local_services', 'nurseries_&_gardening', 'home_services', 'hardware_stores', 'building_supplies', 'appliances_&_repair', 'home_&_garden', 'shopping']",2,0.46,0.46,"1005 merrillville rd, crown point, IN, 46307","1005 merrillville rd, crown point, IN, 46307","851 bridge street, mooresville, IN, 46158"
1861,08f2a9a296483a0803dc12eba396f42a,19,ROeacJQwBeh05Rqg7F6TCg,0.545,1,0.31,0.8,bp america,bp,bap,2,0.0,0.0,"['gas_station', 'convenience_store', 'shopping']",['travel_and_transportation_>_fuel_station'],"['korean', 'restaurants']",1,0.19,0.29,"2009 ky-192, london, KY, 40741","2009 w highway 192, london, KY, 40741","1224 south st, philadelphia, PA, 19147"
1862,08f4994ad07746e8036df3a0d1fd3ccb,1291,b6mtezJs5KNZNvgHU-sR8Q,0.49,1,0.19,0.55,securitycar,security car,tony's bar,2,0.0,0.0,"['automotive_parts_and_accessories', 'automotive_repair', 'business_manufacturing_and_supply']",['business_and_professional_services_>_automotive_service_>_automotive_repair_shop'],"['dive_bars', 'nightlife', 'bars']",0,0.43,0.32,"avenida 31 poniente 2519, puebla, PUE, 72410","31 pte 2519, puebla, PUEBLA","1002 woodlawn ave, collingdale, PA, 19023"
1863,08f2a134cd89404003d3bdebaf0660e0,82317,s2jM0Ig34KHGMpFLhOdV5w,0.675,1,0.19,0.37,valero,valero marketing and supply company,town and country car wash,0,0.25,0.0,"['gas_station', 'automotive', 'bar']",[],"['car_wash', 'automotive']",2,0.98,0.98,"111 n white horse pike, lawnside, NJ, 08045","111 white horse pike n, lawnside, NJ, 08045","131 white horse pike n, lawnside, NJ, 08045"
1864,08f1ea3036c466c003745ddb3dcd1515,1788,GCU4EGXALp7A-dut7vjTMQ,0.44,1,0.34,0.52,photocolorlab,photo color lab,upholstery decor,2,0.0,0.0,"['professional_services', 'event_photography', 'photography_store_and_services']",['retail_>_video_store'],"['local_services', 'furniture_reupholstery', 'antiques', 'home_&_garden', 'shopping', 'furniture_stores', 'mattresses']",2,0.36,0.36,"via maurice ravel, 9, cattolica, 45, 47841","via cabral,40, cattolica, EMILIA ROMAGNA, 47841","5788 hollister ave, goleta, CA, 93117"
1866,08f1f99cd90138550319409766ad93da,165,BxhkoR6cscJwwex8gx31OA,0.48,2,0.5,0.5,area cani,area cani,bar-b-cutie,2,0.0,0.0,"['dog_park', 'business', 'active_life']",['landmarks_and_outdoors_>_park_>_dog_park'],"['restaurants', 'barbeque']",0,0.46,0.45,"via lattanzio, 37, milano, 25, 20137","piazzale libia, milano, MI, 20135","1787 gallatin pike n, madison, TN, 37115"
1868,08f396cc46c748510304fccc9beb9081,973,pYscac0LOY0UTu6zuC4VAA,0.53,1,0.19,0.75,mda electrom nager discount,mda,midas,2,0.0,0.0,"['appliance_store', 'shopping']",['retail_>_computers_and_electronics_retail_>_electronics_store'],"['auto_repair', 'automotive', 'oil_change_stations', 'tires']",1,0.26,0.31,"54 rue des mésanges, alès, 30100","54 rue des mésanges, alès, OCCITANIE, 30100","333 w valencia rd, tucson, AZ, 85706"
1869,08f2f5a303d554d303096596fd9b8ec4,1312,jwtz8TmuD6VyfiB7fxOU2w,0.42,0,0.57,0.29,atm,,eats,2,0.0,0.0,['atms'],['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm'],"['american_(new)', 'restaurants']",1,0.2,0.27,"梅田7丁目37-1, 足立区, 東京都, 〒123","梅田7-37-1, 足立区, 東京都, 00123","14803 lebanon rd, mount juliet, TN, 37138"
1870,08fa8100e16b275b035e3f9f5d9abecc,1632,LTTRaIO-p4zjvXtw9zm1Wg,0.495,0,0.64,0.48,galeria carib,galeria sergio carib,mi caribe,2,0.0,0.0,"['art_gallery', 'arts_and_entertainment', 'art_museum']",['arts_and_entertainment_>_art_gallery'],"['restaurants', 'cuban', 'puerto_rican', 'caribbean', 'dominican', 'latin_american']",0,0.35,0.27,"rua joão lourenço, 79, são paulo, SP, 04508","rua joão lourenço 79, sao paulo, SÃO PAULO","3701 lindell blvd, saint louis, MO, 63108"
1872,08f6941324903ae4031455cf6893414b,1404,1PIu-evesG5ZQQoHtXUXiQ,0.47,1,0.45,0.52,oh my goodness omg,oh my goodness,my auto dents,2,0.0,0.0,"['bubble_tea', 'cafe', 'tea_room']","['dining_and_drinking_>_cafe,_coffee,_and_tea_house_>_bubble_tea_shop']","['body_shops', 'automotive']",0,0.42,0.26,"del pilar, cabanatuan city, 03100","cabanatuan city, NUEVA ECIJA, 03100","philadelphia, PA, 19019"
1873,08f65262686f413303c317cc0b4f574a,1801,BBJwmkIWfqyfuZNXhs7Z9w,0.45999999999999996,1,0.37,0.43,makmal kesihatan awam,makmal kesihatan awam mka,nola crawfish festival,2,0.0,0.0,"['public_and_government_association', 'central_government_office', 'armed_forces_branch']",['community_and_government_>_government_building'],"['festivals', 'arts_&_entertainment']",0,0.49,0.38,"jalan persiaran tanjung tampoi, 81200","jalan persiaran tanjung, johor bahru, JOHOR, 80200","1201 south rampart st, new orleans, LA, 70113"
1874,08f39046f6b28a8203b5698ab5e2b65c,230,do6EpBc7ZUoaqdzuUuGFXA,0.455,1,0.39,0.45,antonio sousa baltazar e filhos,ant nio sousa baltazar & filhos,jim's auto detailing,2,0.0,0.0,"['construction_services', 'home_improvement_store', 'contractor']",['business_and_professional_services'],"['automotive', 'auto_detailing', 'car_wash', 'auto_glass_services']",0,0.46,0.41,"rua do arrabalde 23, castelo branco, 06005","rua arrabalde 23, escalos de cima, CASTELO BRANCO, 06005","729 w lancaster ave, wayne, PA, 19087"
1875,08f441a8cc7a954c03b8294d00fa9584,138820,0_G6vAq6AgyRSW8EvvO1_A,0.665,2,0.36,0.36,u-haul neighborhood dealer,u-haul neighborhood dealer,pranique yoga & wellness center,2,0.0,0.0,"['truck_rentals', 'automotive']",['travel_and_transportation_>_transport_hub_>_rental_car_location'],"['active_life', 'yoga', 'meditation_centers', 'health_&_medical', 'massage', 'fitness_&_instruction', 'saunas', 'beauty_&_spas']",2,0.97,0.97,"406 race track rd n, oldsmar, FL, 34677","406 race track rd n, oldsmar, FL, 34677","400 n race track rd, oldsmar, FL, 34677"
1879,08f49958590226ad0369f595d21e2bef,1201,CyGxCUdTRGUPKGOgzC6Zug,0.435,1,0.35,0.37,parroquia de nuestra senora de la esperanza,parroquia nuestra se ora de la esperanza,hudsons canada's pub,2,0.0,0.0,"['church_cathedral', 'religious_organization', 'catholic_church']",['community_and_government_>_spiritual_center_>_church'],"['chicken_wings', 'canadian_(new)', 'restaurants', 'sports_bars', 'pubs', 'bars', 'burgers', 'nightlife']",0,0.5,0.29,"avenida popocatépetl 190, benito juárez, 03340","eje 8 sur popocatepetl, benito juárez, D.F.","10307 whyte avenue, edmonton, AB, T6E 1Z9"
1880,08f1fb46634f384a0314fed59221c447,93,RK6-cJ9hj53RzOlCBmpT-g,0.5549999999999999,0,0.73,0.59,mast',masterfood,impasto,2,0.0,0.0,"['pizza_restaurant', 'fast_food_restaurant', 'italian_restaurant']",['dining_and_drinking_>_restaurant_>_asian_restaurant'],"['restaurants', 'italian', 'food_trucks', 'food']",2,0.38,0.38,"38 rue faidherbe, paris, 75011","38 rue faidherbe, paris, 75011","tampa, FL, 33611"
1881,08f194d9139a9b620356b2f277cd2741,918,26M-3o8bL-9MWAWKk3yjDQ,0.455,0,0.56,0.54,fredsons,fredson's,freedom smoke usa,2,0.0,0.0,"['restaurant', 'fast_food_restaurant', 'eat_and_drink']",['dining_and_drinking_>_restaurant'],"['tobacco_shops', 'vape_shops', 'shopping']",0,0.35,0.33,"boulevard bankert 582, vlissingen, 4382 AC","boulevard bankert 582, vlissingen, ZEELAND","3805 w river rd, ste 101, tucson, AZ, 85741"
1882,08f8c1479a51396b0362ec324434f3e5,933,KZlc-Tf3hq5X2Z6tenpzDQ,0.48,2,0.67,0.67,score,score,secrets,2,0.0,0.0,"['dance_club', 'pool_billiards', 'amusement_park']","['arts_and_entertainment_>_night_club', 'arts_and_entertainment_>_performing_arts_venue_>_music_venue', 'dining_and_drinking_>_bar_>_pub']","['shopping', 'shoe_stores', 'fashion', 'accessories', ""women's_clothing""]",0,0.29,0.23,"jalan cihampelas 160, bandung kota, 40131","cihampelas walk, bandung, JAWA BARAT","221a kings hwy e, haddonfield, NJ, 08033"
1883,08f26cbc30b46acc031c9379a6222fc2,95091,oTRrNy5VIaTw7MKEvxZl7A,0.41500000000000004,0,0.34,0.3,bitcoin depot,bitcoin depot atm,wildlife wonders,2,0.0,0.0,"['atms', 'currency_exchange', 'gas_station']",['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm'],"['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",0,0.49,0.42,"4724 se loop 820, forest hill, TX, 76140","4724 se loop 820, fort worth, TX, 76140","7703 n lamar blvd, ste 118, austin, TX, 78752"
1885,08f44ebd8c540c0a03979bb742c26a80,171,l6VYP8AxIoW6U52aDo8fXg,0.47000000000000003,2,0.56,0.56,just 1 more,just 1 more,hmv superstore,2,0.0,0.0,"['bar', 'karaoke', 'pub']","['dining_and_drinking_>_bar_>_karaoke_bar', 'dining_and_drinking_>_restaurant']","['home_&_garden', 'music_&_dvds', 'fashion', 'accessories', 'shopping', 'home_decor', 'books', 'mags', 'music_&_video', 'video_game_stores']",1,0.37,0.38,"295 w lenlock ln, anniston, AL, 36206","295 lenlock ln, anniston, AL, 36206","8882 170th street, edmonton, AB, T5T 4M2"
1886,08f44e8370919a52039878b85f41c031,1486,yKPxYTqS9F1AlzkWndp3Sg,0.48,2,0.49,0.49,vulcan solar power,vulcan solar power,carstar of overland,2,0.0,0.0,"['solar_installation', 'energy_company', 'home_improvement_store']",[],"['automotive', 'auto_repair', 'body_shops', 'auto_glass_services', 'towing']",2,0.47,0.47,"3433 lorna ln, hoover, AL, 35216","3433 lorna ln, hoover, AL, 35216","9425 midland, overland, MO, 63114"
1887,08f260d8018c42ac030234eda4bdb247,1601,1DS3z3E0c4rX61vAxrXJuQ,0.505,2,0.53,0.53,jackson hewitt tax service,jackson hewitt tax service,efi services,2,0.0,0.0,"['trusts', 'accountant']","['business_and_professional_services_>_financial_service', 'business_and_professional_services_>_legal_service']","['automotive', 'auto_repair']",2,0.48,0.48,"3420 merle hay rd, des moines, IA, 50310","3510 merle hay rd, des moines, IA, 50310","5720 heebe st, new orleans, LA, 70123"
1888,08f29ab980d65aa603c367fa02faef76,31601,XVmE1qvc2pMKTabaAktSMA,0.505,0,0.39,0.35,thyssenkrupp materials north america copper and brass sales,thyssenkrupp materials 025frs,macomber karate martial arts,2,0.0,0.0,"['metal_supplier', 'commercial_industrial', 'professional_services']",['business_and_professional_services_>_construction'],"['martial_arts', 'fitness_&_instruction', 'active_life', 'karate', 'self-defense_classes']",2,0.62,0.62,"5450 e home ave, fresno, CA, 93727","5450 e home ave, fresno, CA, 93727","5950 hollister ave, goleta, CA, 93117"
1889,08f1f1291a0a576003340fda0919e4d5,64,qfWJmJ0g96eM_fWma3ja0g,0.405,2,0.35,0.35,christine wessel-mellentin heilpraktikerin psychotherapie,christine wessel-mellentin heilpraktikerin psychotherapie,doc magrogan's oyster house - west chester,2,0.0,0.0,"['alternative_medicine', 'health_and_medical']",['health_and_medicine_>_alternative_medicine_clinic'],"['seafood', 'restaurants', 'bars', 'nightlife', 'cocktail_bars', 'american_(new)', 'pubs']",1,0.44,0.46,"werseaue 68, münster, NORTH RHINE-WESTPHALIA, 48157","werseaue 68, münster, NORDRHEIN-WESTFALEN, 48157","117 e gay st, west chester, PA, 19380"
